Unnamed: 0,name,artist,danceability,energy,key,mode,valence,tempo,Cluster
5249,Bubble Toes,Jack Johnson,0.597,0.532,7,1,0.726,0.3836246049519664,0
5250,Andvari,Sigur Rós,0.184,0.225,9,1,0.0386,0.4608719311831558,2
5251,Tear Away,Drowning Pool,0.47,0.89,0,1,0.178,0.5566169237531134,1
5252,Handlebars,Flobots,0.71,0.545,5,1,0.514,0.5939429456455765,0
5253,Somebody Someone,Korn,0.31,0.694,1,1,0.179,0.3798447016471672,1
5254,Downer,Nirvana,0.371,0.969,4,0,0.519,0.4254923711253898,1
5255,The Dress Looks Nice on You,Sufjan Stevens,0.698,0.274,5,0,0.792,0.5350593356914126,0
5256,Grass,Animal Collective,0.375,0.837,10,1,0.183,0.3681868603361309,2
5257,That Time,Regina Spektor,0.603,0.697,9,1,0.827,0.60908767450135,2
5258,Ultraviolence,Lana Del Rey,0.25,0.517,0,1,0.121,0.3109650683354611,1
5259,If You Could Only See,Tonic,0.423,0.917,10,0,0.565,0.3985349211996903,2
5260,Drunk,Ed Sheeran,0.733,0.652,7,1,0.459,0.4185855710667867,0
5261,Twenty Four Hours,Joy Division,0.284,0.711,4,0,0.534,0.5548085979195881,1
5262,Wires,Athlete,0.501,0.565,3,0,0.469,0.5630255970196111,1
5263,Vultures,John Mayer,0.882,0.478,4,1,0.802,0.409426735595136,1
5264,Wheels,Foo Fighters,0.426,0.792,9,1,0.557,0.6780970719353692,2
5265,War?,System of a Down,0.365,0.939,8,1,0.527,0.4129261809581616,0
5266,Songbird,Oasis,0.486,0.585,2,1,0.509,0.564683229033676,1
5267,Clandestino,Manu Chao,0.697,0.551,6,0,0.817,0.3556750873814855,0
5268,Sweet Jane,The Velvet Underground,0.607,0.62,2,1,0.943,0.4409217438623664,1
5269,Tuolumne,Eddie Vedder,0.352,0.285,0,1,0.329,0.4507168421272945,1
5270,We Believe,Red Hot Chili Peppers,0.646,0.867,4,0,0.585,0.4086062914669625,1
5271,Escape,Muse,0.143,0.488,2,1,0.0921,0.324397747964587,1
5272,Medication,Queens of the Stone Age,0.414,0.978,10,0,0.647,0.6945561857719919,2
5273,A Time to Be So Small,Interpol,0.445,0.85,2,0,0.532,0.3641851022415706,1
5274,Fever,The Black Keys,0.609,0.674,9,0,0.743,0.5338789007723058,2
5275,Underclass Hero,Sum 41,0.472,0.988,9,1,0.735,0.4018376274095314,2
5276,Breathing,Yellowcard,0.382,0.932,4,0,0.57,0.7517151886812199,1
5277,Rock 'N' Roll Star,Oasis,0.312,0.977,4,1,0.444,0.5778270788421692,1
5278,Rose,A Perfect Circle,0.502,0.689,11,1,0.25,0.502488540990812,2
5279,The Ballad Of Chasey Lain,Bloodhound Gang,0.787,0.442,9,1,0.974,0.5610037882751836,2
5280,Control,Puddle of Mudd,0.45,0.873,6,1,0.581,0.6852592142991691,0
5281,H.,Tool,0.552,0.471,2,0,0.0897,0.4197074028338811,1
5282,Reflection,Tool,0.357,0.662,7,1,0.559,0.3783461353314218,0
5283,Suck It and See,Arctic Monkeys,0.34,0.938,4,1,0.6,0.5380020511103205,1
5284,Get Over It,OK Go,0.566,0.778,2,1,0.48,0.387802172502564,1
5285,Overdue,Muse,0.348,0.776,9,0,0.496,0.4422738022980808,2
5286,The Black Angel's Death Song,The Velvet Underground,0.374,0.48,7,1,0.352,0.5129701333221709,0
5287,What Difference Does It Make?,The Smiths,0.388,0.744,1,0,0.438,0.6830406664015573,1
5288,Evening Sun,The Strokes,0.632,0.714,9,1,0.652,0.5230163879528663,2
5289,Josie,blink-182,0.378,0.944,4,1,0.614,0.4194562464681137,1
5290,Brick by Brick,Arctic Monkeys,0.285,0.807,2,1,0.542,0.5534063082107202,1
5291,Main Offender,The Hives,0.445,0.94,0,1,0.852,0.5693547374369493,1
5292,Love It All,The Kooks,0.496,0.786,2,1,0.712,0.6234161451683795,1
5293,Online Songs,blink-182,0.538,0.98,9,1,0.649,0.4121350384059943,2
5294,The Package,A Perfect Circle,0.755,0.421,9,1,0.137,0.5183072060947278,2
5295,Make It Mine,Jason Mraz,0.665,0.794,4,0,0.641,0.6278783566001801,1
5296,After Hours,We Are Scientists,0.395,0.982,1,0,0.347,0.6700558822913834,1
5297,Velouria,Pixies,0.504,0.74,6,1,0.583,0.5221080390966744,0
5298,Sé Lest,Sigur Rós,0.219,0.318,0,1,0.0783,0.3126520019255321,1
5299,Caress Me Down,Sublime,0.755,0.482,9,1,0.599,0.3335523974968082,2
5300,Remembering Sunday,All Time Low,0.449,0.602,6,0,0.32,0.7117771405847757,0
5301,Fire Water Burn,Bloodhound Gang,0.688,0.566,7,1,0.616,0.4063207685384793,0
5302,36,System of a Down,0.479,0.96,0,1,0.728,0.7887691245107684,1
5303,Turn Into,Yeah Yeah Yeahs,0.494,0.925,9,0,0.332,0.5628916469578686,2
5304,Waiting Room,Fugazi,0.616,0.727,1,0,0.54,0.3861905858222232,1
5305,Carry On,fun.,0.388,0.694,5,1,0.365,0.6087779149835703,0
5306,Down Rodeo,Rage Against the Machine,0.56,0.871,7,1,0.553,0.3544360493103665,0
5307,Exploder,Audioslave,0.541,0.889,11,1,0.652,0.3453818623244522,2
5308,I Stay Away,Alice in Chains,0.177,0.84,6,1,0.321,0.3366667364323238,0
5309,Cold Light,Yeah Yeah Yeahs,0.306,0.936,5,1,0.458,0.4958705707528412,0
5310,Cause = Time,Broken Social Scene,0.362,0.554,0,1,0.358,0.615818665103916,1
5311,Walk On,U2,0.525,0.828,2,1,0.6,0.4191716025869106,1
5312,Fully Alive,Flyleaf,0.454,0.947,5,1,0.591,0.6240231063856506,0
5313,One Last Time,The Kooks,0.562,0.595,6,1,0.443,0.3456539483873668,0
5314,Floyd the Barber,Nirvana,0.455,0.909,4,1,0.634,0.5710123694510141,1
5315,Mic Check,Rage Against the Machine,0.44,0.967,11,0,0.574,0.404998011678771,2
5316,Maria,Rage Against the Machine,0.277,0.873,11,0,0.618,0.7235312585026895,2
5317,Runaways,The Killers,0.407,0.836,1,1,0.22,0.509604638020888,1
5318,No No No,Yeah Yeah Yeahs,0.358,0.865,9,1,0.207,0.6192050901023463,2
5319,Beelzeboss (The Final Showdown),Tenacious D,0.414,0.887,2,1,0.414,0.6502689466083427,1
5320,The Fool,Neutral Milk Hotel,0.31,0.669,2,0,0.344,0.4641244061198434,1
5321,Spread Your Love,Black Rebel Motorcycle Club,0.413,0.812,2,1,0.406,0.5348918981142343,1
5322,I Will Follow,U2,0.366,0.91,8,1,0.64,0.6497164026036544,0
5323,Swept Away,The xx,0.773,0.366,4,0,0.0608,0.4857908286067101,1
5324,Golden Touch,Razorlight,0.602,0.533,1,0,0.689,0.3988697963540468,1
5325,Walkin' On The Sun,Smash Mouth,0.736,0.975,6,1,0.968,0.5161640051068461,0
5326,Hey Jealousy,Gin Blossoms,0.382,0.895,6,0,0.435,0.6402896670085184,0
5327,Just My Imagination,The Cranberries,0.545,0.799,10,1,0.87,0.4204901735071894,2
5328,Wilderness,Joy Division,0.344,0.826,7,1,0.385,0.4787040331526403,0
5329,Cigarettes & Alcohol,Oasis,0.296,0.822,2,1,0.483,0.4801063228615082,1
5330,Soil,System of a Down,0.39,0.931,8,1,0.383,0.3108143745160007,0
5331,Hear Me,Imagine Dragons,0.613,0.833,4,1,0.537,0.5233470771677935,1
5332,Our Song,The xx,0.274,0.187,11,0,0.039,0.4002972016994915,2
5333,Love My Way,The Psychedelic Furs,0.633,0.796,0,1,0.466,0.5277716151447289,1
5334,Consoler of the Lonely,The Raconteurs,0.407,0.821,0,1,0.61,0.4178153582117667,1
5335,The Headmaster Ritual,The Smiths,0.391,0.899,9,1,0.873,0.6300759748006446,2
5336,Have You Ever,The Offspring,0.332,0.927,4,0,0.541,0.3763033968898471,1
5337,15 Minutes,The Strokes,0.341,0.881,2,1,0.394,0.3472529772494191,1
5338,Conspiracy,Paramore,0.487,0.905,2,0,0.317,0.6070658657569226,1
5339,Breathe (2 AM),Anna Nalick,0.381,0.449,2,1,0.289,0.7111911090646519,1
5340,Salad Days,Mac DeMarco,0.631,0.859,9,1,0.874,0.40908767450135,2
5341,Baby Fratelli,The Fratellis,0.461,0.876,7,1,0.546,0.5201448335042592,0
5342,The Racing Rats,Editors,0.367,0.778,7,1,0.335,0.6405324514954269,0
5343,Brandenburg,Beirut,0.432,0.808,7,0,0.185,0.320977835450721,0
5344,River Below,Billy Talent,0.468,0.939,7,0,0.637,0.7355365327863707,0
5345,Here Is No Why,The Smashing Pumpkins,0.349,0.637,8,1,0.646,0.3278302182967412,0
5346,Deep,Pearl Jam,0.205,0.871,1,0,0.216,0.6881307687477762,1
5347,Uniform,Bloc Party,0.247,0.903,9,0,0.121,0.690943720044371,2
5348,Brick,Ben Folds Five,0.542,0.454,2,1,0.267,0.405537997865171,1
5349,Mint Car,The Cure,0.602,0.945,2,1,0.761,0.6021222712907345,1
5350,Big in Japan,Guano Apes,0.491,0.96,3,0,0.641,0.5044852340986626,1
5351,Revolver,Rage Against the Machine,0.351,0.788,7,1,0.147,0.5795558718265347,0
5352,Silver Rocket,Sonic Youth,0.131,0.876,9,0,0.0709,0.7704179660520314,2
5353,Heysátan,Sigur Rós,0.166,0.0234,7,1,0.0725,0.3906988425877478,0
5354,Break My Body,Pixies,0.563,0.792,0,1,0.663,0.5420707842357522,1
5355,Little Room,The White Stripes,0.441,0.746,2,1,0.765,0.7263107222838486,1
5356,Shakespeare's Sister,The Smiths,0.409,0.862,7,1,0.928,0.5317608154210008,0
5357,Up in Flames,Coldplay,0.641,0.244,10,1,0.337,0.3181565122752674,2
5358,My Wave,Soundgarden,0.509,0.948,9,0,0.69,0.529872956738316,2
5359,Whoa,Paramore,0.333,0.931,4,1,0.422,0.8154921618284185,1
5360,I Never Came,Queens of the Stone Age,0.572,0.517,2,1,0.493,0.4832248477364533,1
5361,Mount Wroclai (Idle Days),Beirut,0.25,0.63,10,0,0.241,0.4620439942234036,2
5362,I Alone,Live,0.582,0.602,3,1,0.41,0.3891374871805605,1
5363,Entertainment,Phoenix,0.394,0.731,8,1,0.479,0.3154607672826974,0
5364,Summer's End,Foo Fighters,0.533,0.781,7,1,0.417,0.5148454341865674,0
5365,Who Do You Think,Interpol,0.531,0.979,4,0,0.521,0.5695431047112749,1
5366,Twist,Korn,0.555,0.979,10,0,0.707,0.3513844994662927,2
5367,Heavy Metal Drummer,Wilco,0.657,0.651,7,1,0.833,0.5050042905879153,0
5368,Echo,Incubus,0.594,0.544,2,1,0.155,0.5690826513740347,1
5369,This Mess We're In,PJ Harvey,0.541,0.557,0,1,0.4,0.5288222859415225,1
5370,Perfect Situation,Weezer,0.47,0.806,6,1,0.403,0.3928629732727768,0
5371,Thetawaves,System of a Down,0.462,0.869,0,1,0.558,0.5254819062768162,1
5372,Dear God,Avenged Sevenfold,0.47,0.758,5,1,0.603,0.5860859373364868,0
5373,Heat Dies Down,Kaiser Chiefs,0.313,0.935,10,0,0.518,0.6750413361518659,2
5374,Kreuzberg,Bloc Party,0.489,0.657,0,1,0.123,0.5358504782435799,1
5375,Again,Lenny Kravitz,0.522,0.817,2,1,0.732,0.3313171058414785,1
5376,Iron,Woodkid,0.642,0.722,8,1,0.504,0.5443939806191005,0
5377,Frank Sinatra,Cake,0.675,0.511,7,1,0.569,0.4780384687833567,0
5378,Waltz #2 (XO),Elliott Smith,0.632,0.487,10,1,0.636,0.5531342221478055,2
5379,Level,The Raconteurs,0.555,0.673,1,1,0.302,0.3058665941103832,1
5380,Second Chance,Shinedown,0.46,0.796,0,0,0.182,0.4186399882793696,1
5381,Story Of A Lonely Guy,blink-182,0.554,0.888,9,1,0.584,0.6365013918248603,2
5382,The Impression That I Get,The Mighty Mighty Bosstones,0.544,0.892,4,1,0.762,0.3836246049519664,1
5383,Behind Closed Doors,Rise Against,0.338,0.979,10,0,0.558,0.8168274765064151,2
5384,Jellybelly,The Smashing Pumpkins,0.16,0.799,1,1,0.488,0.6269909374411352,1
5385,Out of Time,Blur,0.528,0.456,0,1,0.319,0.5803805018941377,1
5386,The Rat,The Walkmen,0.162,0.921,6,0,0.315,0.7043429121580611,0
5387,Little Motel,Modest Mouse,0.616,0.462,0,1,0.23,0.4268946608342578,1
5388,Caribou,Pixies,0.43,0.652,0,1,0.326,0.4843969107767011,1
5389,Santa Monica,Everclear,0.439,0.96,7,1,0.369,0.4248226208166768,0
5390,Luka,Suzanne Vega,0.628,0.746,6,1,0.81,0.52275685970824,0
5391,I Think Ur a Contra,Vampire Weekend,0.365,0.324,0,1,0.171,0.5865463906737269,1
5392,Auto Rock,Mogwai,0.465,0.449,10,0,0.16,0.5023504049896399,2
5393,She's So High,Tal Bachman,0.534,0.769,9,1,0.238,0.5201783210196949,2
5394,Fall Away,The Fray,0.397,0.583,1,1,0.193,0.7707779568429646,1
5395,Trust Me,The Fray,0.535,0.525,4,1,0.218,0.4480043533770066,1
5396,Fancy,Yeah Yeah Yeahs,0.502,0.868,8,1,0.442,0.4069109859980326,0
5397,The Golden Age,Beck,0.502,0.493,6,0,0.143,0.5203708742334499,0
5398,This Devil's Workday,Modest Mouse,0.463,0.634,7,0,0.942,0.8795705226145378,0
5399,Underneath It All,No Doubt,0.73,0.738,4,1,0.867,0.5785303166663178,1
5400,Wind Up,Foo Fighters,0.478,0.984,6,0,0.371,0.5365662738860169,0
5401,Unbelievable,EMF,0.635,0.86,1,1,0.934,0.4356223445446744,1
5402,Gimme Sympathy,Metric,0.455,0.885,9,1,0.125,0.5819502291801838,2
5403,If It Makes You Happy,Sheryl Crow,0.525,0.643,7,1,0.3,0.3993511793884343,0
5404,Vicar in a Tutu,The Smiths,0.473,0.705,4,1,0.824,0.5232549865003454,1
5405,The Lighthouse,Interpol,0.172,0.444,2,0,0.116,0.5879779819586011,1
5406,The Runner,Kings of Leon,0.427,0.367,4,1,0.14,0.5921011322966157,1
5407,U.F.O.,Coldplay,0.211,0.395,7,1,0.205,0.3413340588961678,0
5408,Dudley,Yeah Yeah Yeahs,0.495,0.922,2,1,0.257,0.5710458569664497,1
5409,Eriatarka,The Mars Volta,0.183,0.955,6,0,0.275,0.6613742439146906,0
5410,The Jeweller's Hands,Arctic Monkeys,0.504,0.792,5,0,0.432,0.4057556667155027,0
5411,Televators,The Mars Volta,0.306,0.541,11,0,0.183,0.5108562339102953,2
5412,Feelings,The Offspring,0.352,0.917,0,1,0.393,0.3915318445342096,1
5413,There Is,Box Car Racer,0.656,0.851,4,1,0.772,0.4441825906779129,1
5414,Passover,Joy Division,0.759,0.502,4,0,0.925,0.5358169907281441,1
5415,Paper Bag,Fiona Apple,0.709,0.446,0,1,0.843,0.5901881579773541,1
5416,Stacked Actors,Foo Fighters,0.502,0.934,7,1,0.67,0.564674857154817,0
5417,Erase/Replace,Foo Fighters,0.45,0.932,8,1,0.123,0.544975826199795,0
5418,7/4 (Shoreline),Broken Social Scene,0.471,0.93,9,1,0.503,0.6529437619037654,2
5419,Stormy Weather,The Kooks,0.457,0.739,1,0,0.71,0.6291425103078759,1
5420,Dream Brother,Jeff Buckley,0.534,0.553,0,1,0.165,0.397450762887461,1
5421,A Stranger,A Perfect Circle,0.536,0.368,1,0,0.0949,0.4603654325121916,1
5422,To Forgive,The Smashing Pumpkins,0.581,0.288,1,1,0.0585,0.5303292241361268,1
5423,Topless,Breaking Benjamin,0.413,0.958,11,1,0.428,0.7239833399610708,2
5424,Florida,Modest Mouse,0.498,0.898,7,1,0.914,0.5714937524854016,0
5425,Setting Forth,Eddie Vedder,0.551,0.8,2,1,0.757,0.4998765147868311,1
5426,Auto Pilot,Queens of the Stone Age,0.247,0.75,11,0,0.416,0.3332133364030222,2
5427,Sleeping Beauty,A Perfect Circle,0.415,0.742,6,1,0.555,0.4930534335168171,0
5428,Generator,Foo Fighters,0.468,0.924,9,1,0.593,0.6391678352414241,2
5429,Avalon,Sigur Rós,0.0708,0.0373,1,1,0.0533,0.3203457585968731,1
5430,The Warmth,Incubus,0.594,0.679,0,1,0.351,0.6154503024341238,1
5431,Walla Walla,The Offspring,0.503,0.941,0,1,0.868,0.725699575127148,1
5432,Colossal,Wolfmother,0.254,0.836,7,1,0.554,0.659938466690387,0
5433,Some Say,Sum 41,0.374,0.875,1,1,0.237,0.680893279474246,1
5434,Salvation,The Cranberries,0.337,0.987,10,1,0.793,0.7079972372799765,2
5435,Famous,Kanye West,0.465,0.735,6,1,0.409,0.7280813746625087,0
5436,Elite,Deftones,0.46,0.992,5,0,0.206,0.3804056175307144,0
5437,Work,Jimmy Eat World,0.548,0.927,8,1,0.356,0.4816383766926893,0
5438,Down The Line,José González,0.538,0.734,2,0,0.63,0.6191046275560393,1
5439,All I Wanted,Paramore,0.494,0.723,6,0,0.152,0.6029259716611901,0
5440,What Goes On,The Velvet Underground,0.28,0.74,2,1,0.148,0.5191904393143432,1
5441,Spiralling,Keane,0.624,0.889,8,1,0.527,0.4689047489482828,0
5442,Just Stop,Disturbed,0.593,0.927,1,1,0.432,0.4265723434981897,1
5443,Hang 'Em High,My Chemical Romance,0.422,0.943,0,1,0.25,0.531752443542142,1
5444,Peephole,System of a Down,0.537,0.831,0,1,0.391,0.4625672366520856,1
5445,Hangin' Tree,Queens of the Stone Age,0.369,0.906,11,0,0.498,0.4360618681847674,2
5446,Hey Baby,No Doubt,0.589,0.852,11,0,0.76,0.7843069130789678,2
5447,Trains,Porcupine Tree,0.463,0.767,9,0,0.223,0.7295297097051007,2
5448,I Can't Be With You,The Cranberries,0.408,0.9,10,1,0.422,0.5467632223361728,2
5449,Chump,Green Day,0.221,0.887,10,1,0.638,0.7265493208313275,2
5450,Trash,Korn,0.387,0.913,1,0,0.521,0.7720672261872372,1
5451,Another Round,Foo Fighters,0.531,0.432,0,1,0.189,0.4796961007974215,1
5452,Solo Dolo (Nightmare),Kid Cudi,0.768,0.449,7,0,0.614,0.3311915276585948,0
5453,Hope There's Someone,Antony and the Johnsons,0.294,0.184,6,1,0.0812,0.5912430147135772,0
5454,Don't Save Me,HAIM,0.676,0.889,7,1,0.649,0.5858682684861551,0
5455,We Get On,Kate Nash,0.635,0.821,0,1,0.708,0.5190313736160238,1
5456,Little Ghost,The White Stripes,0.599,0.732,9,1,0.497,0.5652901902509471,2
5457,Memory,Sugarcult,0.449,0.864,1,1,0.713,0.6996965193913645,1
5458,Jenny Don't Be Hasty,Paolo Nutini,0.764,0.816,9,1,0.894,0.504221519914607,2
5459,100 Suns,30 Seconds to Mars,0.617,0.0608,6,1,0.616,0.3347663199313506,0
5460,Cheers Darlin',Damien Rice,0.549,0.112,9,0,0.103,0.4753217940936395,2
5461,Razor,Foo Fighters,0.538,0.27,2,1,0.215,0.5257414345214425,1
5462,The French Open,Foals,0.76,0.768,9,0,0.606,0.6097741685677809,2
5463,Voodoo,Godsmack,0.777,0.661,0,0,0.848,0.5023755206262166,1
5464,Buried Myself Alive,The Used,0.26,0.923,7,1,0.387,0.7141421963624186,0
5465,Say (All I Need),OneRepublic,0.548,0.742,9,1,0.31,0.5107139119696938,2
5466,Quiet,The Smashing Pumpkins,0.417,0.84,4,1,0.255,0.4129345528370205,1
5467,Make Yourself,Incubus,0.41,0.979,2,1,0.478,0.6142489378178698,1
5468,Never Let You Go,Third Eye Blind,0.729,0.94,4,1,0.966,0.4763766508298626,1
5469,Coming Clean,Green Day,0.338,0.992,10,1,0.681,0.7181062810021139,2
5470,Way Away,Yellowcard,0.357,0.95,2,0,0.365,0.7518784403189688,1
5471,Now Or Never,Three Days Grace,0.416,0.664,2,1,0.286,0.3405429163440005,1
5472,Expecting,The White Stripes,0.355,0.944,0,1,0.273,0.7506310303689907,1
5473,Getaway Car,Audioslave,0.574,0.456,7,1,0.234,0.2606207748173884,0
5474,Intension,Tool,0.603,0.422,7,1,0.0685,0.3983758555013709,0
5475,I'm Alive,Disturbed,0.388,0.976,1,1,0.571,0.7530923627535111,1
5476,Revival,Deerhunter,0.655,0.805,6,1,0.701,0.4982481843487725,0
5477,Unknown Soldier,Breaking Benjamin,0.352,0.918,8,1,0.235,0.5105925197262395,0
5478,Bone Broke,The White Stripes,0.289,0.783,1,0,0.413,0.3473408819774378,1
5479,This Must Be the Place (Naive Melody),Talking Heads,0.769,0.583,7,1,0.923,0.4782352079365412,0
5480,Anthem,blink-182,0.254,0.912,4,1,0.647,0.4249356411812722,1
5481,All The Same,Sick Puppies,0.306,0.753,0,1,0.261,0.7418740450825676,1
5482,Love You Madly,Cake,0.752,0.809,9,1,0.658,0.4478913330124113,2
5483,Heaven Forbid,The Fray,0.541,0.761,8,0,0.314,0.4102848531781746,0
5484,Take Me,Papa Roach,0.501,0.961,1,0,0.32,0.3922853136315118,1
5485,Bad Blood,Bastille,0.663,0.777,5,0,0.94,0.5986018962305615,0
5486,Far Behind,Eddie Vedder,0.467,0.856,4,1,0.575,0.5685049917327696,1
5487,X & Y,Coldplay,0.225,0.561,6,0,0.0818,0.6414533581699073,0
5488,Cactus,Pixies,0.866,0.367,9,1,0.892,0.4901149040373386,2
5489,Darts,System of a Down,0.524,0.818,6,1,0.432,0.4312312940831747,0
5490,CUBErt,System of a Down,0.48,0.918,0,1,0.594,0.3889826074216707,1
5491,Good Fortune,PJ Harvey,0.552,0.669,7,1,0.561,0.5278134745390235,0
5492,Sun Hands,Local Natives,0.57,0.575,2,0,0.42,0.5230708051654493,1
5493,Check Yes Juliet,We the Kings,0.35,0.909,2,1,0.314,0.6984909688356811,1
5494,Eternal Life,Jeff Buckley,0.354,0.988,9,1,0.151,0.8030766654806506,2
5495,Love Like Winter,AFI,0.585,0.921,10,0,0.507,0.502287615898198,2
5496,The Cascades,Fleet Foxes,0.427,0.294,7,1,0.187,0.368710102764813,0
5497,Gods & Monsters,Lana Del Rey,0.352,0.725,8,0,0.339,0.7943531677096634,0
5498,Your Time Has Come,Audioslave,0.302,0.969,2,1,0.401,0.5588187278930075,1
5499,Come a Little Closer,Cage the Elephant,0.455,0.793,1,0,0.321,0.6192385776177819,1
5500,I Don't Trust Myself (With Loving You),John Mayer,0.842,0.384,9,0,0.604,0.3517277464995081,2
5501,Part One,Band of Horses,0.633,0.361,0,1,0.211,0.4366227840683146,1
5502,The Cave,Mumford & Sons,0.595,0.51,4,1,0.355,0.5943113083153687,1
5503,I Will Wait,Mumford & Sons,0.479,0.752,1,1,0.39,0.5485924778668454,1
5504,Chandelier,Sia,0.283,0.676,1,1,0.601,0.7263776973147198,1
5505,Winter Winds,Mumford & Sons,0.465,0.499,7,1,0.42,0.351112413403378,0
5506,To Be Alone With You,Sufjan Stevens,0.516,0.185,0,0,0.342,0.5943824692856695,1
5507,Hometown Glory,Adele,0.444,0.336,10,0,0.211,0.5130873396261957,2
5508,Blood Bank,Bon Iver,0.489,0.369,7,1,0.218,0.4890140019673915,0
5509,Pink Moon,Nick Drake,0.646,0.367,3,1,0.458,0.3452144247472739,1
5510,The Wolves (Act I and II),Bon Iver,0.462,0.162,5,1,0.0871,0.4804328261370058,0
5511,Crosses,José González,0.676,0.376,11,0,0.305,0.5636158144791645,2
5512,Awake My Soul,Mumford & Sons,0.348,0.473,2,1,0.222,0.512953389564453,1
5513,Towers,Bon Iver,0.374,0.333,9,1,0.141,0.3838841331965927,2
5514,Ur So Gay,Katy Perry,0.647,0.883,4,0,0.587,0.3306222398961887,1
5515,Myth,Beach House,0.448,0.733,3,1,0.407,0.5944368864982524,1
5516,Budapest,George Ezra,0.717,0.421,5,1,0.403,0.534879340295946,0
5517,Let's Go Surfing,The Drums,0.584,0.801,1,1,0.75,0.7283785763620001,1
5518,After the Storm,Mumford & Sons,0.516,0.164,7,1,0.119,0.3192197408903494,0
5519,Stubborn Love,The Lumineers,0.562,0.635,0,1,0.284,0.4815169844492351,1
5520,So Sorry,Feist,0.642,0.161,4,1,0.159,0.4528265555997405,1
5521,One of These Things First,Nick Drake,0.604,0.37,4,1,0.666,0.3781535821176668,1
5522,22,Lily Allen,0.719,0.736,10,0,0.945,0.5485799200485569,2
5523,Beach Baby,Bon Iver,0.666,0.0774,0,1,0.111,0.4787793800623705,1
5524,Big Jet Plane,Angus & Julia Stone,0.758,0.398,10,0,0.255,0.4604742669373574,2
5525,Each Coming Night,Iron & Wine,0.361,0.23,2,1,0.415,0.68378994955943,1
5526,New Soul,Yael Naim,0.57,0.36,0,1,0.607,0.8384101802046926,1
5527,Go Outside,Cults,0.366,0.704,2,1,0.495,0.32429728541828,1
5528,The Way I Am,Ingrid Michaelson,0.874,0.287,0,1,0.31,0.502233198685615,1
5529,Anyone Else But You,The Moldy Peaches,0.615,0.231,7,1,0.514,0.3061010067184328,0
5530,Love Love Love,Of Monsters and Men,0.33,0.371,7,1,0.192,0.3403754787668222,0
5531,Say Something,A Great Big World,0.44,0.157,2,1,0.141,0.5849724774482514,1
5532,Nicest Thing,Kate Nash,0.535,0.296,11,0,0.4,0.4601477636618599,2
5533,The Park,Feist,0.499,0.244,2,1,0.229,0.3689110278574269,1
5534,Needle in the Hay,Elliott Smith,0.56,0.202,5,1,0.337,0.4862345381862325,0
5535,The Water,Feist,0.373,0.0513,0,1,0.141,0.3914690554427678,1
5536,Silver Soul,Beach House,0.356,0.673,2,1,0.11,0.5653320496452418,1
5537,Road,Nick Drake,0.586,0.332,4,0,0.831,0.6320935976056427,1
5538,The Girl,City and Colour,0.398,0.553,10,1,0.188,0.4554595115008686,2
5539,The Only Moment We Were Alone,Explosions in the Sky,0.3,0.417,0,1,0.0351,0.4919106720525754,1
5540,All I Want Is You,Barry Louis Polisar,0.426,0.499,7,1,0.641,0.775064358818728,0
5541,Song for You,Alexi Murdoch,0.584,0.241,4,1,0.367,0.6039096674271123,1
5542,Six Days At The Bottom Of The Ocean,Explosions in the Sky,0.243,0.386,2,0,0.0702,0.4553297473785554,1
5543,Used to Be,Beach House,0.546,0.544,2,1,0.297,0.3758010841583123,1
5544,Somebody That I Used To Know,Elliott Smith,0.595,0.366,1,1,0.771,0.4542832625211913,1
5545,Let It Go,James Bay,0.584,0.289,1,1,0.235,0.6175349002699931,1
5546,Obsessions,Marina & the Diamonds,0.721,0.616,9,0,0.521,0.4393352728186023,2
